CustomerID,LastPurchaseDate,Recency,Frequency,Monetary,Cluster,CustomerSegment
12420.0,2011-10-07 08:55:00,63,1,600.39,0,Regular Customers
12421.0,2011-11-24 09:07:00,15,4,807.04,0,Regular Customers
12422.0,2011-09-05 09:48:00,95,3,803.5600000000001,0,Regular Customers
12423.0,2011-12-09 10:10:00,0,8,1859.31,0,Regular Customers
12424.0,2011-06-30 12:06:00,162,2,1760.96,1,Inactive Customers
12425.0,2011-09-22 17:31:00,77,1,777.2,0,Regular Customers
12426.0,2011-05-29 12:26:00,194,1,582.73,1,Inactive Customers
12427.0,2011-11-18 08:56:00,21,3,825.8,0,Regular Customers
12428.0,2011-11-14 08:22:00,25,9,7956.46,0,Regular Customers
12429.0,2011-11-30 17:22:00,8,4,3750.4,0,Regular Customers
12430.0,2011-10-27 15:09:00,42,1,256.4,0,Regular Customers
12431.0,2011-11-04 11:55:00,35,15,6487.45,3,Potential Loyal Customers
12432.0,2011-10-28 11:43:00,42,5,5059.32,0,Regular Customers
12433.0,2011-12-09 10:02:00,0,7,13375.87,0,Regular Customers
12434.0,2011-09-16 12:38:00,84,2,806.14,0,Regular Customers
12435.0,2011-09-21 09:06:00,79,2,7829.89,0,Regular Customers
12436.0,2011-09-01 12:09:00,99,1,509.01,0,Regular Customers
12437.0,2011-12-08 11:35:00,1,18,4951.41,3,Potential Loyal Customers
12438.0,2011-11-25 13:28:00,13,2,2906.85,0,Regular Customers
12441.0,2010-12-08 10:45:00,366,1,173.55,1,Inactive Customers
12442.0,2011-12-06 14:22:00,2,1,172.06,0,Regular Customers
12444.0,2011-11-18 13:23:00,20,5,5005.46,0,Regular Customers
12445.0,2011-11-17 18:43:00,21,1,133.4,0,Regular Customers
12446.0,2011-10-13 12:50:00,57,1,1002.3100000000001,0,Regular Customers
12447.0,2011-04-10 13:25:00,242,1,476.49,1,Inactive Customers
12448.0,2011-10-26 13:46:00,43,1,449.45,0,Regular Customers
12449.0,2011-11-17 13:46:00,21,4,4067.29,0,Regular Customers
12450.0,2011-07-06 14:41:00,155,2,197.88,1,Inactive Customers
12451.0,2011-11-29 08:40:00,10,5,9035.52,0,Regular Customers
12452.0,2011-11-23 10:28:00,16,2,430.57,0,Regular Customers
12453.0,2011-07-28 14:08:00,133,1,707.09,0,Regular Customers
12454.0,2011-10-14 17:13:00,55,1,3528.34,0,Regular Customers
12455.0,2011-09-27 15:31:00,72,6,2466.86,0,Regular Customers
12456.0,2011-10-26 14:41:00,43,3,3181.04,0,Regular Customers
12457.0,2011-10-04 13:13:00,65,7,2363.23,0,Regular Customers
12458.0,2011-09-29 15:25:00,70,2,947.4,0,Regular Customers
12461.0,2011-09-06 16:57:00,93,2,826.88,0,Regular Customers
12462.0,2011-11-21 09:11:00,18,2,1189.59,0,Regular Customers
12463.0,2011-10-17 13:44:00,52,4,1344.78,0,Regular Customers
12464.0,2011-11-29 13:33:00,9,8,1212.05,0,Regular Customers
12465.0,2011-11-22 16:34:00,16,2,742.1899999999999,0,Regular Customers
12468.0,2011-06-05 11:36:00,187,2,729.5400000000001,1,Inactive Customers
12471.0,2011-12-07 15:43:00,1,30,19824.05,3,Potential Loyal Customers
12472.0,2011-11-07 14:01:00,31,7,6572.11,0,Regular Customers
12473.0,2011-11-10 13:46:00,28,5,3938.5499999999997,0,Regular Customers
12474.0,2011-11-22 14:39:00,16,18,7375.79,3,Potential Loyal Customers
12475.0,2011-10-17 10:10:00,53,1,723.38,0,Regular Customers
12476.0,2011-11-24 12:40:00,15,11,6816.42,0,Regular Customers
12477.0,2011-11-17 09:51:00,22,6,13219.74,0,Regular Customers
12478.0,2011-12-06 09:56:00,3,1,680.99,0,Regular Customers
12479.0,2011-11-28 13:26:00,10,1,527.2,0,Regular Customers
12480.0,2011-11-11 14:52:00,27,4,3281.63,0,Regular Customers
12481.0,2011-11-17 08:29:00,22,10,5596.32,0,Regular Customers
12483.0,2011-11-22 17:02:00,16,8,2484.98,0,Regular Customers
12484.0,2011-11-07 11:37:00,32,6,4541.72,0,Regular Customers
12488.0,2011-11-30 08:50:00,9,3,1298.66,0,Regular Customers
12489.0,2011-01-07 13:13:00,335,1,334.93,1,Inactive Customers
12490.0,2011-12-04 16:07:00,4,10,5417.93,0,Regular Customers
12491.0,2011-11-01 12:18:00,38,1,460.40000000000003,0,Regular Customers
12492.0,2011-10-07 15:15:00,62,2,263.21000000000004,0,Regular Customers
12493.0,2011-06-27 10:17:00,165,2,433.74,1,Inactive Customers
12494.0,2011-11-24 09:34:00,15,7,1246.1000000000001,0,Regular Customers
12497.0,2011-09-19 12:29:00,81,1,1043.1,0,Regular Customers
12498.0,2011-11-18 12:53:00,20,3,403.70000000000005,0,Regular Customers
12500.0,2011-11-16 16:20:00,22,11,4257.82,0,Regular Customers
12501.0,2011-01-07 12:28:00,336,1,2169.39,1,Inactive Customers
12502.0,2011-09-05 11:52:00,95,5,3723.87,0,Regular Customers
12504.0,2011-11-21 16:02:00,17,2,482.04999999999995,0,Regular Customers
12506.0,2011-04-21 08:54:00,232,1,73.5,1,Inactive Customers
12507.0,2011-07-28 17:09:00,133,3,1304.81,0,Regular Customers
12508.0,2011-11-13 15:37:00,25,2,398.27,0,Regular Customers
12509.0,2011-02-28 14:45:00,283,1,176.5,1,Inactive Customers
12510.0,2011-07-20 10:15:00,142,2,982.5699999999999,0,Regular Customers
12512.0,2011-10-04 14:55:00,65,2,138.03,0,Regular Customers
12513.0,2011-08-19 10:51:00,112,1,612.29,0,Regular Customers
12514.0,2011-03-17 16:38:00,266,1,1017.68,1,Inactive Customers
12515.0,2010-12-21 15:43:00,352,1,383.7,1,Inactive Customers
12516.0,2011-09-23 09:13:00,77,2,1312.06,0,Regular Customers
12517.0,2011-11-11 14:04:00,27,5,2502.84,0,Regular Customers
12518.0,2011-12-09 10:13:00,0,5,2056.89,0,Regular Customers
12519.0,2011-10-07 09:26:00,63,1,340.84,0,Regular Customers
12520.0,2011-09-21 15:23:00,78,5,2634.26,0,Regular Customers
12521.0,2011-07-20 10:51:00,142,1,599.68,1,Inactive Customers
12522.0,2011-10-31 15:30:00,38,2,192.72,0,Regular Customers
12523.0,2011-11-20 12:55:00,18,11,1789.77,0,Regular Customers
12524.0,2011-11-30 15:31:00,8,8,4485.72,0,Regular Customers
12526.0,2011-12-09 12:09:00,0,3,1316.66,0,Regular Customers
12527.0,2011-09-19 11:55:00,81,3,348.71000000000004,0,Regular Customers
12528.0,2011-11-30 14:40:00,8,6,1933.48,0,Regular Customers
12530.0,2011-10-11 12:34:00,59,4,1662.28,0,Regular Customers
12531.0,2011-11-25 11:12:00,14,1,125.22,0,Regular Customers
12532.0,2011-11-09 13:47:00,29,1,349.83000000000004,0,Regular Customers
12534.0,2011-08-01 10:26:00,130,1,1089.18,0,Regular Customers
12535.0,2011-09-09 08:48:00,91,2,716.35,0,Regular Customers
12536.0,2011-10-27 14:20:00,42,3,12601.830000000002,0,Regular Customers
12538.0,2011-11-10 17:16:00,28,1,363.95,0,Regular Customers
12539.0,2011-11-17 13:30:00,21,4,5568.35,0,Regular Customers
12540.0,2011-11-20 11:31:00,19,17,13400.24,3,Potential Loyal Customers
12541.0,2011-11-10 10:40:00,29,3,981.18,0,Regular Customers
12544.0,2011-11-03 16:15:00,35,1,372.7,0,Regular Customers
12545.0,2011-09-25 13:39:00,74,2,1000.39,0,Regular Customers
12546.0,2011-10-24 12:09:00,46,2,1161.5,0,Regular Customers
12547.0,2011-05-26 12:38:00,197,2,207.79999999999998,1,Inactive Customers
12548.0,2011-06-26 15:35:00,165,1,95.19999999999999,1,Inactive Customers
12550.0,2011-09-21 14:35:00,78,1,964.83,0,Regular Customers
12551.0,2010-12-17 11:23:00,357,1,168.0,1,Inactive Customers
12552.0,2011-11-01 10:02:00,38,2,437.82,0,Regular Customers
12553.0,2011-12-01 16:38:00,7,10,3692.28,0,Regular Customers
12556.0,2011-10-20 13:06:00,49,2,603.71,0,Regular Customers
12557.0,2011-11-23 16:59:00,15,5,11990.960000000001,0,Regular Customers
12558.0,2011-12-02 10:41:00,7,1,269.96,0,Regular Customers
12559.0,2011-02-02 09:49:00,310,2,561.71,1,Inactive Customers
12560.0,2011-12-04 13:54:00,4,3,2134.01,0,Regular Customers
12561.0,2011-02-10 11:39:00,302,1,238.85,1,Inactive Customers
12562.0,2011-12-01 17:20:00,7,7,3781.7400000000002,0,Regular Customers
12564.0,2011-03-23 14:55:00,260,1,456.9,1,Inactive Customers
12565.0,2011-02-24 10:34:00,288,1,145.92,1,Inactive Customers
12566.0,2011-09-14 14:30:00,85,1,351.65,0,Regular Customers
12567.0,2011-11-17 11:02:00,22,10,9401.28,0,Regular Customers
12569.0,2011-12-07 16:24:00,1,32,4124.69,3,Potential Loyal Customers
12571.0,2011-10-31 10:19:00,39,2,519.61,0,Regular Customers
12572.0,2011-12-01 09:20:00,8,2,1020.42,0,Regular Customers
12573.0,2011-04-26 15:52:00,226,1,160.54000000000002,1,Inactive Customers
12574.0,2011-01-28 09:20:00,315,1,218.45,1,Inactive Customers
12576.0,2011-11-04 10:11:00,35,5,1315.83,0,Regular Customers
12577.0,2011-11-04 13:24:00,34,3,657.8,0,Regular Customers
12578.0,2011-11-18 13:30:00,20,2,2794.51,0,Regular Customers
12579.0,2011-09-22 17:15:00,77,1,440.42,0,Regular Customers
12580.0,2011-04-07 10:24:00,246,1,415.7,1,Inactive Customers
12581.0,2011-10-31 08:56:00,39,1,197.71,0,Regular Customers
12582.0,2011-04-15 08:45:00,238,2,511.36,1,Inactive Customers
12583.0,2011-12-07 08:07:00,2,15,7281.38,3,Potential Loyal Customers
12584.0,2011-12-06 09:35:00,3,9,2338.15,0,Regular Customers
12585.0,2011-04-19 13:39:00,233,2,2040.1,1,Inactive Customers
12586.0,2011-11-22 16:24:00,16,1,196.94000000000003,0,Regular Customers
12587.0,2011-12-02 12:47:00,7,1,144.0,0,Regular Customers
12588.0,2011-10-31 15:01:00,38,1,214.89999999999998,0,Regular Customers
12589.0,2011-11-11 10:19:00,28,2,646.68,0,Regular Customers
12590.0,2011-05-12 14:52:00,210,2,9864.26,1,Inactive Customers
12591.0,2011-01-26 14:35:00,316,1,452.84999999999997,1,Inactive Customers
12592.0,2011-09-08 15:04:00,91,2,437.6,0,Regular Customers
12593.0,2011-08-23 12:43:00,108,3,418.09999999999997,0,Regular Customers
12594.0,2011-11-02 12:20:00,37,10,3338.2200000000003,0,Regular Customers
12596.0,2011-10-19 13:02:00,50,2,618.27,0,Regular Customers
12597.0,2011-11-20 13:33:00,18,4,3811.22,0,Regular Customers
12598.0,2011-11-30 12:18:00,9,8,3023.08,0,Regular Customers
12599.0,2011-11-10 13:34:00,28,7,1032.58,0,Regular Customers
12600.0,2011-11-11 10:29:00,28,10,2599.04,0,Regular Customers
12601.0,2011-06-03 10:17:00,189,5,577.0600000000001,1,Inactive Customers
12602.0,2011-10-12 11:22:00,58,1,153.12,0,Regular Customers
12603.0,2011-11-18 10:42:00,21,1,739.1999999999999,0,Regular Customers
12604.0,2011-09-21 14:08:00,78,2,254.18,0,Regular Customers
12607.0,2011-10-10 16:06:00,59,1,1579.51,0,Regular Customers
12609.0,2011-09-22 16:34:00,77,3,1126.85,0,Regular Customers
12610.0,2011-11-17 09:34:00,22,5,2099.54,0,Regular Customers
12611.0,2011-10-18 13:12:00,51,1,1193.32,0,Regular Customers
12612.0,2011-09-26 15:35:00,73,1,704.0400000000001,0,Regular Customers
12613.0,2011-10-13 14:59:00,56,5,3344.38,0,Regular Customers
12614.0,2011-03-07 10:22:00,277,1,315.6,1,Inactive Customers
12615.0,2011-12-07 15:02:00,1,4,2291.19,0,Regular Customers
12616.0,2011-09-05 15:17:00,94,2,713.3,0,Regular Customers
12617.0,2011-11-10 14:39:00,28,1,355.53,0,Regular Customers
12618.0,2011-11-18 11:10:00,21,1,177.31,0,Regular Customers
12619.0,2011-11-23 14:52:00,15,9,3641.24,0,Regular Customers
12620.0,2011-11-25 10:20:00,14,3,1339.41,0,Regular Customers
12621.0,2011-12-08 11:25:00,1,20,13689.67,3,Potential Loyal Customers
12622.0,2011-04-21 16:39:00,231,1,180.1,1,Inactive Customers
12623.0,2011-03-08 13:50:00,275,1,305.1,1,Inactive Customers
12624.0,2011-08-25 15:04:00,105,2,641.13,0,Regular Customers
12625.0,2011-05-12 09:54:00,211,2,2683.82,1,Inactive Customers
12626.0,2011-11-16 16:06:00,22,9,6620.48,0,Regular Customers
12627.0,2011-11-29 12:07:00,10,7,4478.53,0,Regular Customers
12628.0,2011-12-05 13:15:00,3,3,786.46,0,Regular Customers
12630.0,2011-11-30 10:48:00,9,2,1270.88,0,Regular Customers
12631.0,2011-10-13 13:53:00,56,1,640.5,0,Regular Customers
12633.0,2011-10-12 11:40:00,58,4,2163.98,0,Regular Customers
12635.0,2011-09-11 11:04:00,89,2,1689.18,0,Regular Customers
12637.0,2011-10-03 13:46:00,66,8,6021.9,0,Regular Customers
12638.0,2011-11-06 13:11:00,32,1,671.69,0,Regular Customers
12639.0,2011-04-15 12:48:00,238,1,486.1,1,Inactive Customers
12640.0,2011-11-16 11:52:00,23,3,1174.58,0,Regular Customers
12641.0,2011-08-16 13:26:00,114,1,185.9,0,Regular Customers
12642.0,2011-11-14 15:03:00,24,3,1013.26,0,Regular Customers
12643.0,2011-08-03 12:56:00,127,6,3344.64,0,Regular Customers
12644.0,2011-08-02 10:33:00,129,1,477.91,0,Regular Customers
12645.0,2011-11-06 12:38:00,33,4,1775.18,0,Regular Customers
12646.0,2011-12-05 10:14:00,4,2,1346.97,0,Regular Customers
12647.0,2011-11-17 12:56:00,21,12,3722.82,0,Regular Customers
12648.0,2011-07-08 11:55:00,154,1,318.05,1,Inactive Customers
12649.0,2011-08-24 14:41:00,106,3,623.51,0,Regular Customers
12650.0,2011-12-06 16:34:00,2,1,314.44,0,Regular Customers
12651.0,2011-01-09 12:46:00,334,1,114.0,1,Inactive Customers
12652.0,2011-01-12 15:00:00,330,1,919.98,1,Inactive Customers
12653.0,2011-07-14 10:41:00,148,2,2209.85,1,Inactive Customers
12654.0,2011-11-29 10:10:00,10,5,601.98,0,Regular Customers
12656.0,2011-11-22 13:42:00,16,5,4051.17,0,Regular Customers
12657.0,2011-11-28 15:47:00,10,4,1643.18,0,Regular Customers
12658.0,2011-11-21 10:22:00,18,1,686.05,0,Regular Customers
12659.0,2011-11-10 11:53:00,29,1,91.68,0,Regular Customers
12660.0,2011-11-28 13:26:00,10,1,245.1,0,Regular Customers
12662.0,2011-12-09 11:59:00,0,11,3849.78,0,Regular Customers
12664.0,2011-12-01 17:07:00,7,9,4881.88,0,Regular Customers
12665.0,2011-01-19 08:34:00,324,1,63.0,1,Inactive Customers
12667.0,2011-10-12 17:00:00,57,1,620.13,0,Regular Customers
12668.0,2011-11-28 10:56:00,11,4,3807.15,0,Regular Customers
12669.0,2011-07-12 09:54:00,150,3,2744.0299999999997,1,Inactive Customers
12670.0,2011-11-29 15:23:00,9,5,2996.05,0,Regular Customers
12672.0,2011-01-14 09:20:00,329,1,225.89999999999998,1,Inactive Customers
12673.0,2011-12-04 13:55:00,4,2,610.52,0,Regular Customers
12674.0,2011-11-01 12:12:00,38,4,1970.6,0,Regular Customers
12676.0,2011-11-15 12:25:00,24,6,1331.39,0,Regular Customers
12678.0,2011-10-28 13:04:00,41,12,17628.46,3,Potential Loyal Customers
12679.0,2011-10-12 12:30:00,58,4,1113.02,0,Regular Customers
12680.0,2011-12-09 12:50:00,0,4,862.81,0,Regular Customers
12681.0,2011-11-25 11:33:00,14,22,13787.54,3,Potential Loyal Customers
12682.0,2011-12-06 10:00:00,3,31,12288.22,3,Potential Loyal Customers
12683.0,2011-12-05 16:31:00,3,15,8476.57,3,Potential Loyal Customers
12684.0,2011-12-02 09:53:00,7,7,2283.63,0,Regular Customers
12685.0,2011-11-11 13:46:00,27,6,2863.08,0,Regular Customers
12686.0,2010-12-03 09:51:00,371,1,89.14,1,Inactive Customers
12688.0,2011-08-18 08:49:00,113,1,4873.8099999999995,0,Regular Customers
12689.0,2011-11-14 08:31:00,25,2,1247.61,0,Regular Customers
12690.0,2011-05-18 09:09:00,205,1,389.01,1,Inactive Customers
12691.0,2011-11-11 16:49:00,27,6,1035.8,0,Regular Customers
12693.0,2011-08-04 17:51:00,126,4,855.91,0,Regular Customers
12694.0,2011-09-30 13:06:00,69,2,869.67,0,Regular Customers
12695.0,2011-12-02 13:22:00,6,4,582.1,0,Regular Customers
12697.0,2011-11-11 08:47:00,28,3,957.59,0,Regular Customers
12700.0,2011-12-02 10:47:00,7,4,4939.99,0,Regular Customers
12701.0,2011-09-21 10:47:00,79,2,797.71,0,Regular Customers
12702.0,2011-11-20 10:36:00,19,1,219.0,0,Regular Customers
12703.0,2011-09-29 17:52:00,70,1,283.55,0,Regular Customers
12704.0,2011-12-02 13:15:00,6,8,2340.84,0,Regular Customers
12705.0,2011-11-24 13:17:00,14,9,6868.29,0,Regular Customers
12707.0,2011-02-21 08:38:00,291,1,603.42,1,Inactive Customers
12708.0,2011-11-10 09:52:00,29,10,2712.91,0,Regular Customers
12709.0,2011-11-24 15:38:00,14,15,9736.52,3,Potential Loyal Customers
12710.0,2011-09-04 12:00:00,96,3,1149.02,0,Regular Customers
12712.0,2011-11-11 08:19:00,28,13,4396.13,0,Regular Customers
12713.0,2011-12-09 12:16:00,0,1,848.55,0,Regular Customers
12714.0,2011-11-30 15:43:00,8,5,4708.86,0,Regular Customers
12715.0,2011-08-25 15:22:00,105,1,353.86,0,Regular Customers
12716.0,2011-12-06 08:55:00,3,2,1053.49,0,Regular Customers
12717.0,2011-07-11 14:47:00,150,2,1030.98,1,Inactive Customers
12718.0,2011-09-29 16:38:00,70,1,238.25,0,Regular Customers
12719.0,2011-12-04 13:45:00,4,2,644.95,0,Regular Customers
12720.0,2011-12-07 08:03:00,2,25,5781.73,3,Potential Loyal Customers
12721.0,2011-11-08 12:13:00,31,6,2656.13,0,Regular Customers
12722.0,2011-09-15 14:50:00,84,4,997.63,0,Regular Customers
12723.0,2011-12-06 10:19:00,3,5,725.07,0,Regular Customers
12724.0,2011-12-04 16:02:00,4,4,1031.41,0,Regular Customers
12725.0,2010-12-03 15:45:00,370,1,427.8,1,Inactive Customers
12726.0,2011-11-11 13:35:00,27,7,2609.1,0,Regular Customers
12727.0,2011-11-29 11:46:00,10,7,3980.7,0,Regular Customers
12728.0,2011-09-29 15:31:00,70,4,836.33,0,Regular Customers
12729.0,2011-08-18 11:40:00,113,1,453.01,0,Regular Customers
12731.0,2011-11-16 11:59:00,23,12,18895.91,3,Potential Loyal Customers
12732.0,2011-06-13 11:33:00,179,1,236.26000000000002,1,Inactive Customers
12733.0,2011-04-19 16:19:00,233,1,383.95,1,Inactive Customers
12734.0,2010-12-22 12:47:00,352,1,110.39999999999999,1,Inactive Customers
12735.0,2011-01-28 13:37:00,314,2,779.5699999999999,1,Inactive Customers
12736.0,2011-01-11 07:57:00,332,1,234.0,1,Inactive Customers
12738.0,2010-12-02 18:27:00,371,1,155.35,1,Inactive Customers
12739.0,2011-09-22 13:00:00,77,2,1013.04,0,Regular Customers
12740.0,2011-10-07 10:44:00,63,1,427.6,0,Regular Customers
12743.0,2011-07-28 16:21:00,133,2,546.43,0,Regular Customers
12744.0,2011-10-19 11:18:00,51,7,21279.29,3,Potential Loyal Customers
12747.0,2011-12-07 14:34:00,1,11,4196.01,0,Regular Customers
12748.0,2011-12-09 12:20:00,0,209,33719.73,2,VIP Customers
12749.0,2011-12-06 09:56:00,3,5,4090.88,0,Regular Customers
12750.0,2011-08-03 09:13:00,128,1,275.88,0,Regular Customers
12752.0,2011-09-19 13:32:00,80,1,4366.78,0,Regular Customers
12753.0,2011-11-17 10:52:00,22,6,21429.39,0,Regular Customers
12754.0,2011-04-18 09:00:00,235,3,3010.74,1,Inactive Customers
12755.0,2011-03-04 12:42:00,280,2,3811.95,1,Inactive Customers
12756.0,2011-09-14 09:31:00,86,1,112.07999999999998,0,Regular Customers
12757.0,2011-11-24 12:30:00,15,13,7857.1,3,Potential Loyal Customers
12758.0,2011-08-15 10:22:00,116,2,2791.59,0,Regular Customers
12759.0,2011-10-18 14:49:00,51,3,1531.44,0,Regular Customers
12762.0,2011-12-02 10:23:00,7,2,1898.52,0,Regular Customers
12763.0,2011-07-24 14:12:00,137,2,494.08,0,Regular Customers
12764.0,2011-01-27 10:19:00,316,1,1693.88,1,Inactive Customers
12766.0,2011-12-06 08:46:00,3,7,6989.63,0,Regular Customers
12769.0,2011-04-15 10:25:00,238,1,1143.6,1,Inactive Customers
12770.0,2011-05-13 09:33:00,210,1,1351.45,1,Inactive Customers
12772.0,2011-10-11 09:19:00,59,1,892.47,0,Regular Customers
12775.0,2011-11-22 16:33:00,16,5,1386.04,0,Regular Customers
12778.0,2011-11-20 11:30:00,19,6,822.23,0,Regular Customers
12779.0,2011-11-02 11:43:00,37,8,3981.36,0,Regular Customers
12781.0,2011-10-07 10:37:00,63,2,826.74,0,Regular Customers
12782.0,2011-12-05 09:16:00,4,5,2330.92,0,Regular Customers
12783.0,2011-12-07 15:56:00,1,6,2225.91,0,Regular Customers
12784.0,2011-11-30 15:38:00,8,2,574.42,0,Regular Customers
12785.0,2010-12-10 13:48:00,363,1,311.95,1,Inactive Customers
12787.0,2011-11-30 08:44:00,9,3,463.66,0,Regular Customers
12789.0,2011-10-05 13:34:00,64,1,91.85,0,Regular Customers
12790.0,2011-05-31 14:14:00,191,1,324.92,1,Inactive Customers
12791.0,2010-12-01 11:27:00,373,1,192.60000000000002,1,Inactive Customers
12792.0,2011-03-28 11:36:00,256,1,400.53999999999996,1,Inactive Customers
12793.0,2011-01-09 12:12:00,334,2,545.48,1,Inactive Customers
12794.0,2011-10-17 14:54:00,52,2,860.41,0,Regular Customers
12795.0,2011-11-21 10:27:00,18,1,430.48,0,Regular Customers
12797.0,2010-12-09 10:55:00,365,1,254.03,1,Inactive Customers
12798.0,2011-11-29 15:52:00,9,3,6977.04,0,Regular Customers
12802.0,2011-06-06 09:36:00,186,1,427.58,1,Inactive Customers
12808.0,2011-11-03 10:05:00,36,3,483.65000000000003,0,Regular Customers
12809.0,2011-06-15 10:51:00,177,1,489.31,1,Inactive Customers
12811.0,2011-03-24 09:42:00,260,3,514.85,1,Inactive Customers
12812.0,2011-10-26 09:54:00,44,1,229.64000000000001,0,Regular Customers
12814.0,2011-08-30 12:11:00,101,1,125.92,0,Regular Customers
12815.0,2011-07-15 10:21:00,147,2,1063.46,1,Inactive Customers
12816.0,2011-09-05 12:41:00,95,2,572.2,0,Regular Customers
12817.0,2011-03-03 16:28:00,280,1,166.04,1,Inactive Customers
12818.0,2011-03-23 12:06:00,261,1,1542.08,1,Inactive Customers
12820.0,2011-12-06 15:12:00,2,4,942.34,0,Regular Customers
12821.0,2011-05-09 15:51:00,213,1,92.72,1,Inactive Customers
12822.0,2011-09-30 10:04:00,70,2,948.88,0,Regular Customers
12823.0,2011-09-26 07:35:00,74,5,1759.5,0,Regular Customers
12824.0,2011-10-11 12:49:00,59,1,397.12,0,Regular Customers
12826.0,2011-12-07 10:25:00,2,7,1474.72,0,Regular Customers
12827.0,2011-12-04 12:17:00,5,3,430.15000000000003,0,Regular Customers
12828.0,2011-12-07 08:45:00,2,6,1018.71,0,Regular Customers
12829.0,2011-01-07 11:13:00,336,2,293.0,1,Inactive Customers
12830.0,2011-11-02 11:54:00,37,6,6814.64,0,Regular Customers
